start,end,shop,pos,equipment,reason,job,duration,note
2024-06-28 12:00:00,2024-06-28 12:15:00,ЦЛП R250,880,Штабеле-формирующее устройство,Сход цепьПр,Установка в направляющие,0.25,
2024-06-28 12:15:00,2024-06-28 13:00:00,ЦЛП R250,880,Штабеле-формирующее устройство,Износ венца ведущей звездочки,Сварочные работы,0.75,Требуется замена звездочки
2024-06-28 14:25:00,2024-06-28 14:45:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Износ демпферной подушки верхней механизированной направляющей,Замена,0.33,
2024-06-28 14:45:00,2024-06-28 16:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Деформация верхнего делительного ножа,Выравнивание,1.75,
2024-06-28 15:30:00,2024-06-28 15:50:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки направляющей подачи ленты,Регулировка,0.33,
2024-06-28 15:50:00,2024-06-28 17:00:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки ножа обрезки ленты,Регулировка,1.17,Требуется замена ножа
2024-06-29 08:30:00,2024-06-29 08:45:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом сварочного шва ведомой звездочки верхней механизированной направляющей,Сварочные работы,0.25,
2024-07-01 07:10:00,2024-07-01 07:50:00,ЦЛП R250,630,Подъемный цепной конвейер,Порыв цепьТп,Замена соединительного звена,0.67,
2024-07-01 21:10:00,2024-07-01 21:20:00,ЦЛП R250,90,Окорочный станок,Низкий уровень масла,Доливка масла,0.17,
2024-07-02 02:15:00,2024-07-02 02:50:00,ЦСС,22,Транспортёр цепной отвода готовых пакетов,Порыв цепьТп,Замена соединительного звена,0.58,
2024-07-02 03:30:00,2024-07-02 05:25:00,ЦСС,,Компрессор KAESER ASK 27T,Отказ в работе электродвигателя,Демонтаж двигателя,1.92,
2024-07-02 08:00:00,2024-07-02 08:55:00,ЦЛП R250,630,Подъемный цепной конвейер,Порыв цепьТп,Замена соединительного звена,0.92,
2024-07-02 11:30:00,2024-07-02 12:00:00,ЦСС,18,Пакето-формирующая машина,Износ шпильки натяжителя цепьПр,Замена шпильки,0.5,
2024-07-03 09:00:00,2024-07-03 09:30:00,ЦЛП R250,110,Конвейер приема бревен,Разлом кронштейна крепления мотор-редуктора,Сварочные работы,0.5,
2024-07-03 10:20:00,2024-07-03 11:40:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Порыв РВД системы смазки ведомой звездочки верхней механизированной направляющей,Замена,1.33,
2024-07-03 14:30:00,2024-07-03 15:25:00,ДО,,Компрессор Kaeser SK 22T,Заявка технологического персонала,Замена компрессора,0.92,
2024-07-03 15:25:00,2024-07-03 16:20:00,ДО,,Компрессор U-22,Износ уплотнения гидронасоса,Замена компрессора,0.92,
2024-07-03 17:45:00,2024-07-03 18:30:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Отказ в работе пневмораспределителя подачи бруска,Техническое обслуживание пневмораспределителя,0.75,
2024-07-03 20:10:00,2024-07-03 20:50:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,0.67,
2024-07-03 20:50:00,2024-07-03 21:30:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №2,Смазка подшипника ротора,0.67,
2024-07-04 09:30:00,2024-07-04 10:30:00,ДО,,Торцеватель пакетов ТП-1200Р,Ослабление цепьПр,Натяжка,1.0,
2024-07-04 10:45:00,2024-07-04 11:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом болта крепления опоры подшипников ведущего вала верхней цепной направляющей,"Слесарные работы, замена",0.75,
2024-07-04 15:45:00,2024-07-04 16:05:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Разлом болта крепления пневмоцилиндра направляющей увязочной ленты,Замена,0.33,
2024-07-04 16:05:00,2024-07-04 16:15:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Ослабление болтов крепления шариковой линейной направляющей,Протяжка,0.17,
2024-07-05 04:20:00,2024-07-05 04:55:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Деформация разделительного ножа верхнего обрезного блока,Замена,0.58,
2024-07-05 05:00:00,2024-07-06 00:20:00,ЛСБ HEKOTEK,40,Оценочный конвейер бревен,Сход цепьТп,Установка в направляющие,19.33,
2024-07-05 13:20:00,2024-07-05 13:40:00,ДО,,Торцеватель пакетов ТП-1200Р,Нарушение регулировки направляющих роликов,Регулировка,0.33,
2024-07-05 14:00:00,2024-07-05 16:00:00,ЦСС,,Компрессор KAESER ASK 27T,Отказ в работе электродвигателя,Установка двигателя,2.0,
2024-07-05 20:05:00,2024-07-05 20:15:00,ЦСС,23,Карман-накопитель доски № 12,Порыв пневмотрубки,Замена,0.17,
2024-07-05 23:45:00,2024-07-06 00:05:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,Сход цепьТп,Установка в направляющие,0.33,
2024-07-06 08:30:00,2024-07-06 10:30:00,ЛСБ HEKOTEK,190,Централизованная смазка,Низкий уровень масла,Доливка масла,2.0,
2024-07-06 10:00:00,2024-07-06 11:00:00,ЦЛП R250,890,Кассеты для прокладок,Разлом штока пневмоцилиндра рейкоукладчика,Замена пневмоцилиндра,1.0,
2024-07-06 13:05:00,2024-07-06 13:45:00,ЦЛП R250,890,Кассеты для прокладок,Износ уплотнения пневмоцилиндра рейкоукладчика,Замена пневмоцилиндра,0.67,
2024-07-06 18:40:00,2024-07-06 19:00:00,ДО,190,Рольганг приводной с пневмотолкателями и порядным податчиком РП-3-ФП №2,Разлом сварочных швов концевиков порядных укладчиков,Сварочные работы,0.33,
2024-07-06 21:20:00,2024-07-06 21:35:00,ЦЛП R250,480,Скребковый конвейер,Ослабление цепьТп,Натяжка,0.25,
2024-07-07 13:10:00,2024-07-07 14:30:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки устройства обрезки ленты,Регулировка,1.33,
2024-07-07 17:10:00,2024-07-07 18:30:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,Разлом сварочных швов направляющей цепьТп,Сварочные работы,1.33,
2024-07-07 19:15:00,2024-07-07 19:30:00,ЦЛП R250,600,Подъемный цепной конвейер,Износ болтов крепления скользящих направляющих,Замена,0.25,
2024-07-07 20:00:00,2024-07-07 21:00:00,ЦСС,23,Карман-накопитель доски № 6,Разлом вала сбрасывателя,Установка соединительной муфты,1.0,Во время технологического простоя цеха
2024-07-07 23:30:00,2024-07-08 01:00:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,Разлом болта Фиксации двигателя,Замена,1.5,
2024-07-08 13:05:00,2024-07-08 13:20:00,ЦЛП R250,730,Толкающий распределяющий конвейер,Разлом толкателя доски,Сварочные работы,0.25,
2024-07-08 16:20:00,2024-07-08 17:05:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,Износ щеточной завесы,Замена,0.75,
2024-07-09 13:15:00,2024-07-09 13:30:00,ЦСС,18,Пакето-формирующая машина,Износ резьбы натяжителя тяговой цепи,Замена,0.25,
2024-07-09 15:00:00,2024-07-09 15:40:00,ЦСС,17,Транспортёр оценочный (сортировочный) 2 с механизмом поштучной подачи доски,Нарушение регулировки цепьТп,Регулировка,0.67,
2024-07-09 18:50:00,2024-07-09 19:00:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,Порыв пневмотрубки,Замена,0.17,
2024-07-10 05:45:00,2024-07-10 06:05:00,ДО,190,Рольганг приводной с пневмотолкателями и порядным податчиком РП-3-ФП №2,Разлом сварочного шва упора м/пакета,Сварочные работы,0.33,
2024-07-10 09:15:00,2024-07-10 09:25:00,Погрузка,,Стол перегрузочный,Диформация толкателя пакетов,Выравнивание,0.17,
2024-07-10 09:15:00,2024-07-10 09:25:00,Погрузка,,Стол перегрузочный,Деформация толкателя пакетов,Выравнивание,0.17,
2024-07-10 13:00:00,2024-07-10 14:40:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Порыв цепьТп верхней механизированной направляющей,Замена,1.67,
2024-07-11 10:00:00,2024-07-11 13:30:00,ЦЛП R250,220,Ротор брёвен HewSaw 2R (2(два) ротора),Порыв электрокабеля,Демонтаж защитных панелей,3.5,
2024-07-11 10:15:00,2024-07-11 10:45:00,ЦСС,23,Карман-накопитель доски № 8,Разлом направляющей движения доски,Сварочные работы,0.5,
2024-07-11 14:20:00,2024-07-11 16:50:00,ЦЛП R250,220,Ротор брёвен HewSaw 2R (2(два) ротора),Порыв электрокабеля,Монтаж защитных панелей,2.5,
2024-07-11 17:50:00,2024-07-11 18:05:00,ЦСС,23,Карман-накопитель доски № 6,Разлом сварочного шва кронштейна крепления пневмоцилиндра,Сварочные работы,0.25,
2024-07-11 21:50:00,2024-07-11 23:00:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,1.17,
2024-07-11 21:50:00,2024-07-11 23:00:00,ЦЛП R250,470,Скребковый конвейер,Ослабление цепьТп,Натяжка,1.17,
2024-07-12 15:30:00,2024-07-12 15:40:00,ЦСС,18,Пакето-формирующая машина,Порыв пневмотрубки,Замена,0.17,
2024-07-14 23:35:00,2024-07-15 00:20:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,Износ направляющаяПе,Замена,0.75,
2024-07-15 13:35:00,2024-07-15 14:00:00,Погрузка,,Стол перегрузочный,Низкое давление масла,Регулировка,0.42,
2024-07-15 20:00:00,2024-07-15 22:35:00,ЦСС,23,Карман-накопитель доски № 2,Деформация направляющей подвижной рамы,"Выравнивание, сварочные работы",2.58,Во время технологического простоя
2024-07-15 21:00:00,2024-07-15 23:30:00,ЦСС,23,Карман-накопитель доски № 10,Износ роликов,Замена,2.5,
2024-07-16 09:00:00,2024-07-16 09:20:00,ЛСБ HEKOTEK,50,Цепной конвейер для бревен,Низкий уровень масла натяжной станции,Доливка масла,0.33,
2024-07-16 11:30:00,2024-07-16 16:00:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Износ сварочного и отрезного штемпелей,Замена сварочного и отрезного штемпелей,4.5,
2024-07-16 14:50:00,2024-07-16 15:10:00,ЦСС,23,Карман-накопитель доски № 6,Порыв пневмотрубки,Замена,0.33,
2024-07-16 16:45:00,2024-07-16 17:15:00,Погрузка,,Стол перегрузочный,Ослабление пружин захватов контейнера,Натяжка,0.5,
2024-07-16 20:00:00,2024-07-16 21:55:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,1.92,
2024-07-16 21:55:00,2024-07-16 23:45:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №2,Смазка подшипника ротора,1.83,
2024-07-16 23:45:00,2024-07-16 23:55:00,ЦЛП R250,90,Окорочный станок,Низкий уровень масла,Доливка масла,0.17,
2024-07-17 12:00:00,2024-07-17 14:00:00,Погрузка,,Стол перегрузочный,Порыв цепьТп,Замена соединительного звена,2.0,
2024-07-17 18:05:00,2024-07-17 18:40:00,Погрузка,,Стол перегрузочный,Разлом захвата контейнера,Замена,0.58,
2024-07-17 20:30:00,2024-07-17 20:45:00,ЦЛП R250,860,Переходный конвейер с упорами,Нарушение регулировки цепьТп,Регулировка,0.25,
2024-07-17 20:45:00,2024-07-17 21:20:00,ДО,280,Торцовочный станок СТБ 002,Порыв приводных ремней,Замена,0.58,
2024-07-17 21:25:00,2024-07-17 21:35:00,ДО,250,Рольганг приводной с поперечным сбросом РП-СБ-6,Порыв приводного ремня,Замена,0.17,
2024-07-17 21:40:00,2024-07-17 22:10:00,ЦСС,6,Транспортёр роликовый выравнивающий 1,Износ механического соединения,Замена,0.5,
2024-07-18 08:40:00,2024-07-18 08:55:00,ЦЛП R250,890,Кассеты для прокладок,Ослабление штока пневмоцилиндра опускания рейки,Протяжка,0.25,
2024-07-18 08:55:00,2024-07-18 09:25:00,ЦЛП R250,890,Кассеты для прокладок,Износ уплотнения штока пневмоцилиндра подачи рейки,Замена пневмоцилиндра,0.5,
2024-07-18 10:35:00,2024-07-18 11:05:00,ЦСС,7,Транспортёр оценочный (сортировочный) 1 с механизмом поштучной подачи доски,Износ цепьПр,Замена,0.5,
2024-07-18 11:05:00,2024-07-18 11:20:00,ЦСС,7,Транспортёр оценочный (сортировочный) 1 с механизмом поштучной подачи доски,Износ роликов,Замена,0.25,
2024-07-18 14:40:00,2024-07-18 15:00:00,ЦЛП R250,50,Цепной конвейер для бревен,Ослабление цепьТп,Натяжка,0.33,
2024-07-18 15:00:00,2024-07-18 15:25:00,ЦЛП R250,80,Цепной конвейер для бревен,Ослабление цепьТп,Натяжка,0.42,
2024-07-18 20:00:00,2024-07-18 20:10:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Ослабление направляющей штока пневмоцилиндра направляющей подачи бруска,Протяжка,0.17,
2024-07-19 05:45:00,2024-07-19 06:00:00,ЦСС,23,Карман-накопитель доски №8,Сход ролика,Установка в направляющие,0.25,
2024-07-19 09:10:00,2024-07-19 09:20:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,Низкий уровень масла,Доливка масла,0.17,
2024-07-19 21:00:00,2024-07-19 22:00:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом упора демпферной подушки верхней механизированной направляющей,Сварочные работы,1.0,
2024-07-19 22:10:00,2024-07-19 22:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Порыв цепьТп нижней механизированной направляющей,Сварочные работы,0.33,
2024-07-20 08:10:00,2024-07-20 13:50:00,ЦЛП R250,270,Центральный узел смазывания,Отказ в работе,Замена насоса,5.67,
2024-07-20 14:00:00,2024-07-20 14:10:00,ЦЛП R250,140,Система центральной смазки,Низкий уровень масла,Доливка масла,0.17,
2024-07-20 14:25:00,2024-07-20 16:10:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Порыв цепьТп нижней механизированной направляющей,Замена,1.75,
2024-07-20 16:10:00,2024-07-20 16:50:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом болта крепления системы смазки,Замена,0.67,
2024-07-20 22:00:00,2024-07-20 22:15:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки направляющих подачи ленты,Регулировка,0.25,
2024-07-21 03:30:00,2024-07-21 03:55:00,ЦСС,6,Транспортёр роликовый выравнивающий 1,Разлом стопорного кольца вала ролика,Замена,0.42,
2024-07-21 08:00:00,2024-07-21 09:15:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,Отсутсвует подача ленты,Регулировка подающих блочков,1.25,Некачественная лента
2024-07-21 08:00:00,2024-07-21 09:30:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Износ НаправляющаяПе подачи бруска,Замена,1.5,
2024-07-21 10:15:00,2024-07-21 15:30:00,Пилорама,,Пилорама Р63,Разлом подшипника шатуна,Замена,5.25,
2024-07-22 01:35:00,2024-07-22 02:15:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,Износ направляющаяПе,Замена,0.67,
2024-07-22 06:30:00,2024-07-22 06:55:00,ЦЛП R250,700,Конвейеры для определения качества «Suomu»,Ослабление цепьПр,Натяжка,0.42,
2024-07-22 14:10:00,2024-07-22 14:25:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки направляющей подачи ленты,Регулировка,0.25,
2024-07-22 14:40:00,2024-07-22 15:00:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Деформация направляющей подачи бруска,Выравнивание,0.33,
2024-07-22 15:25:00,2024-07-22 15:40:00,ЛСБ HEKOTEK,110,Скрёб для мусора,Нарушение регулировки цепьТп,Регулировка,0.25,
2024-07-22 15:40:00,2024-07-22 15:55:00,ДО,70,Ролики позиционирующие для выравнивания заготовок РКЛ-П,Ослабление цепьПр,Укорачивание цепьПр,0.25,
2024-07-23 04:45:00,2024-07-23 06:30:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,Порыв приводного ремня нижнего вала блока циркульных пил,Замена,1.75,
2024-07-23 06:00:00,2024-07-23 06:20:00,ДО,100,"Станок автоматический четырёхсторонний многошпиндельный продольно-фрезерный станок ""SPEEDMAC 723SP(M)""",Заклинивание пневмоклапана блокировки механизма перемещения постова,Чистка клапана,0.33,
2024-07-23 13:00:00,2024-07-23 13:50:00,Пилорама,,Пилорама Р63,Разлом кронштейна крепления натяжителя цепьПр,Сварочные работы,0.83,
2024-07-23 13:20:00,2024-07-23 13:30:00,ЦЛП R250,500,Скребковый конвейер,Ослабление цепьТп,Натяжка,0.17,
2024-07-23 13:30:00,2024-07-23 13:45:00,ЦЛП R250,480,Скребковый конвейер,Ослабление цепьТп,Натяжка,0.25,
2024-07-23 16:00:00,2024-07-23 16:20:00,ЦСС,23,Карман-накопитель доски № 11,Разлом штока пневмоцилиндра,Замена пневмоцилиндра,0.33,
2024-07-24 05:10:00,2024-07-24 05:35:00,ЦЛП R250,350,Конвейер (скреб) для сбора мусора,Нарушение регулировки цепьТп,Регулировка,0.42,
2024-07-25 08:00:00,2024-07-25 14:30:00,ЦЛП R250,30,Подъемный цепной конвейер,Износ венца приводной звёздочки выравнивающих роликов,Демонтаж звёздочки,6.5,
2024-07-25 14:30:00,2024-07-25 19:00:00,ЦЛП R250,50,Цепной конвейер для бревен,Разлом болтов крепления направляющаяПе,Замена,4.5,
2024-07-25 14:35:00,2024-07-25 15:00:00,ЦЛП R250,440,Подвесное сито BK-SH 11/3 (1),Разлом панелей,Сварочные работы,0.42,
2024-07-25 15:20:00,2024-07-25 15:40:00,ЦЛП R250,440,Подвесное сито BK-SH 11/3 (2),Разлом панелей,Сварочные работы,0.33,
2024-07-25 20:35:00,2024-07-25 21:05:00,ЦЛП R250,90,Окорочный станок,Засмол кольца ротора №1,Очистка и обслуживание кольца ротора,0.5,
2024-07-25 21:05:00,2024-07-25 21:40:00,ЦЛП R250,90,Окорочный станок,Засмол кольца ротора №2,Очистка и обслуживание кольца ротора,0.58,
2024-07-25 21:40:00,2024-07-25 21:55:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,0.25,
2024-07-25 21:55:00,2024-07-25 22:10:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №2,Смазка подшипника ротора,0.25,
2024-07-26 13:00:00,2024-07-26 14:00:00,ЦЛП R250,30,Подъемный цепной конвейер,Износ венца приводной звёздочки выравнивающих роликов,Установка звёздочки,1.0,
2024-07-26 14:00:00,2024-07-26 15:20:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом болтов крепления боковых роликов,Замена роликов,1.33,
2024-07-27 04:50:00,2024-07-27 05:00:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,Порыв пневмотрубки,Установка соединительного фитинга,0.17,
2024-07-27 13:20:00,2024-07-27 14:00:00,ЦСС,18,Пакето-формирующая машина,Износ упоров ряда доски,Сварочные работы,0.67,
2024-07-28 00:45:00,2024-07-28 01:20:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом болта натяжителя цепьТп верхней цепной направляющей,Замена,0.58,
2024-07-28 11:30:00,2024-07-29 01:00:00,ДО,100,"Станок автоматический четырёхсторонний многошпиндельный продольно-фрезерный станок ""SPEEDMAC 723SP(M)""",Износ подшипника гидравлической опоры пильного блока,Замена подшипника,13.5,
2024-07-28 23:45:00,2024-07-29 00:05:00,ЦСС,6,Транспортёр роликовый выравнивающий 1,Порыв приводного ремня,Замена,0.33,
2024-08-01 05:45:00,2024-08-01 06:25:00,ЦЛП R250,240,”Трёхэтажный” разделительный транспортёр HewSaw EK1,Порыв приводного ремня,Замена,0.67,
2024-08-01 08:55:00,2024-08-01 09:10:00,ЦЛП R250,680,Торцовочный узел пиломатериалов,Разлом сварочных швов механизма регулировки пилы,Сварочные работы,0.25,
2024-08-01 11:35:00,2024-08-01 12:00:00,ЦЛП R250,890,Кассеты для прокладок,Загиб направляющих штоков пневмоцилиндра рейкоукладчика,Замена,0.42,
2024-08-01 11:35:00,2024-08-01 11:55:00,ЦСС,2,"Лифт-подъёмник, порядный разделитель пакетов",Порыв цепьПр,Замена соединительного звена,0.33,
2024-08-01 13:00:00,2024-08-01 19:10:00,Погрузка,,Стол перегрузочный,Износ направляющаяПе,Демонтаж направляющаяПе,6.17,
2024-08-01 14:50:00,2024-08-01 15:05:00,ДО,30,Устройство подъёма штабеля со склизами УПШ-3,Порыв цепьПр,Замена соединительного звена,0.25,
2024-08-02 08:10:00,2024-08-03 07:30:00,Погрузка,,Стол перегрузочный,Износ направляющаяПе,Установка направляющаяПе,23.33,
2024-08-02 10:15:00,2024-08-02 10:55:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Ослабление штока гидроцилиндра механизма перемещения делительных пластин,Протяжка,0.67,
2024-08-02 14:15:00,2024-08-02 14:45:00,ЦЛП R250,890,Кассеты для прокладок,Ослабление штока пневмоцилиндра опускания рейки,Протяжка,0.5,
2024-08-03 08:00:00,2024-08-03 15:00:00,Погрузка,,Стол перегрузочный,Износ направляющаяПе,Установка направляющаяПе,7.0,
2024-08-03 11:55:00,2024-08-03 12:20:00,ДО,280,Торцовочный станок СТБ 002,Износ подшипников натяжного шкива,Замена подшипников,0.42,
2024-08-03 17:00:00,2024-08-03 18:00:00,ЛСБ HEKOTEK,30,Ступенчатое загрузочное устройство,Ослабление болтов крепления подшипниковых опор ведомого вала,Протяжка,1.0,
2024-08-03 18:45:00,2024-08-03 19:15:00,ЦЛП R250,880,Штабеле-формирующее устройство,Износ болта крепления мотор-редуктора,Замена болта,0.5,
2024-08-03 20:10:00,2024-08-03 23:20:00,Погрузка,,Стол перегрузочный,Деформация панели толкателя доски,Выравнивание,3.17,
2024-08-03 22:50:00,2024-08-03 23:10:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки направляющей подачи ленты,Регулировка,0.33,
2024-08-03 23:10:00,2024-08-03 23:35:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,Нарушение регулировки направляющей подачи бруска,Регулировка,0.42,
2024-08-04 06:20:00,2024-08-04 06:40:00,ДО,60,Транспротёр наклонный для сушильных прокладок ТЦП-2н,Разлом крепления толкателя,Сварочные работы,0.33,
2024-08-04 08:30:00,2024-08-04 09:00:00,ЦЛП R250,90,Окорочный станок,Порыв демпфера 2-го ротора,Замена,0.5,
2024-08-04 20:10:00,2024-08-04 20:50:00,ЦТГ2,40,Топка,Разлом корпуса гидроцилиндра,Замена,0.67,
2024-08-04 21:00:00,2024-08-04 22:00:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,1.0,
2024-08-04 22:00:00,2024-08-04 23:00:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №2,Смазка подшипника ротора,1.0,
2024-08-04 23:15:00,2024-08-04 23:30:00,ДО,60,Транспротёр наклонный для сушильных прокладок ТЦП-2н,Разлом крепления толкателя,Сварочные работы,0.25,
2024-08-05 13:30:00,2024-08-05 13:40:00,ЛСБ HEKOTEK,40.01,Ролики выравнивания,Ослабление цепьПр,Натяжка,0.17,
2024-08-05 14:00:00,2024-08-05 16:00:00,Погрузка,,Стол перегрузочный,Ослабление болтов крепления траверс,Протяжка,2.0,
2024-08-05 20:30:00,2024-08-05 21:30:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,1.0,
2024-08-06 14:10:00,2024-08-06 14:20:00,ЦЛП R250,410,Скребковый конвейер,Ослабление цепьТп,Натяжка,0.17,
2024-08-06 14:40:00,2024-08-06 14:50:00,ДО,30,Устройство подъёма штабеля со склизами УПШ-3,Нарышение регулировки подвижной рамы,Регулировка,0.17,
2024-08-07 08:00:00,2024-08-07 16:40:00,ЦЛП R250,90,Окорочный станок,Износ приводного ремня 1-го ротора,Замена,8.67,
2024-08-07 10:50:00,2024-08-07 11:00:00,ДО,80,Трансортёр поперечный ТЦП-4,Ослабление цепьТп,Натяжка,0.17,
2024-08-07 11:10:00,2024-08-07 11:30:00,ДО,60,Транспротёр наклонный для сушильных прокладок ТЦП-2н,Разлом крепления толкателя,Сварочные работы,0.33,
2024-08-08 00:00:00,2024-08-08 00:30:00,ЦСС,18,Пакето-формирующая машина,Порыв пневмотрубки упора ряда доски,Замена,0.5,во время технологического простоя
2024-08-08 00:00:00,2024-08-08 00:30:00,ЦСС,18,Пакето-формирующая машина,Порыв пневмотрубки Упора ряда доски,Замена,0.5,во время технологического простоя
2024-08-08 20:10:00,2024-08-08 21:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,Разлом болта крепления прижимного ролика,Замена,1.33,Произведена замена подшипников ролика
2024-08-08 20:10:00,2024-08-08 22:00:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,Разлом подшипниковой опоры,Замена,1.83,во время технологического простоя
2024-08-08 22:15:00,2024-08-08 23:10:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,Порыв тяговой цепи,Замена соединительного звена,0.92,во время технологического простоя
2024-08-08 23:10:00,2024-08-09 00:00:00,ЦСС,23,Карман-накопитель доски №4,Разлом сбрасывателя,Сварочные работы,0.83,во время технологического простоя
2024-08-09 11:00:00,2024-08-09 11:30:00,ДО,60,Транспротёр наклонный для сушильных прокладок ТЦП-2н,Разлом крепления толкателя,Сварочные работы,0.5,
2024-08-09 15:35:00,2024-08-09 16:00:00,ЦЛП R250,410,Скребковый конвейер,Ослабление цепьТп,Натяжка,0.42,
2024-08-09 20:10:00,2024-08-09 23:20:00,ЦЛП R250,50,Цепной конвейер для бревен,Износ направляющаяПе,Замена,3.17,
2024-08-09 23:40:00,2024-08-10 00:00:00,ЦЛП R250,660,Подаватель досок PLC TongLoader,Порыв резинового амортизатора,Замена,0.33,
2024-08-10 01:45:00,2024-08-10 02:40:00,ДО,150.3,Цепные направляющие перемещения м/пакета,Деформация штока пневмоцилиндра прижима верхнего,Выравнивание,0.92,
2024-08-10 02:10:00,2024-08-10 03:15:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,Деформация шпилек натяжной станции 1-ой подвижной рамы,Замена шпилек,1.08,
2024-08-10 09:00:00,2024-08-10 09:20:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,Ослабление цепьПр,Натяжка,0.33,
2024-08-10 09:00:00,2024-08-10 09:20:00,ЦЛП R250,600,Подъемный цепной конвейер,Износ направляющаяПе,Замена,0.33,
2024-08-10 09:25:00,2024-08-10 10:50:00,ЦЛП R250,50,Цепной конвейер для бревен,Износ направляющаяПе,Замена,1.42,
2024-08-11 01:45:00,2024-08-11 02:00:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,Нарушение регулировки направляющей подачи упаковочной ленты,Регулировка,0.25,
2024-08-11 06:30:00,2024-08-11 06:45:00,ЦЛП R250,1080,Цепной конвейер,Разлом шпильки детали хода конвейера,Сварочные работы,0.25,
2024-08-11 06:30:00,2024-08-11 06:45:00,ЦЛП R250,1080,Цепной конвейер,Разлом направляющей подъема конвейера,Сварочные работы,0.25,
2024-08-11 10:30:00,2024-08-11 10:50:00,ЦЛП R250,50,Цепной конвейер для бревен,Разлом штуцера системы смазки,Замена,0.33,
2024-08-11 20:00:00,2024-08-11 20:40:00,ЦЛП R250,90,Окорочный станок,Техническое обслуживание ротор №1,Смазка подшипника ротора,0.67,
